01-DG-000030,OUR LADY OF LOURDES SCHOOL-LIPA,MEN,"M. Morada St.,","Brgy. 10,  Sabang, Lipa City", , ,APPEAL
01-DB-000081,LA MILAGROSA LEARNING CENTER,MEN,"Banay-Banay, Lipa City","Mataas na Kahoy, Batangas",,,
01-DB-000073,JAPHET LEARNING SCHOOL,MEN,"National Road, Poblacion,","Rosario, Batangas", , ,
01-DC-000028,STONYHURST SCHOOL,MEN,"Pallocan East,","Greenwoods Subd., Batangas City", , ,
01-DB-000181,TAYSAN HIGH SCHOOL,MEN,J.P Rizal St. Poblacion West,"Taysan, Batangas", , ,PRISAAB
01-DB-000005,AGONCILLO INSTITUTE (E/HS),MEN,"Poblacion,","Agoncillo, Batangas", , ,
01-DB-000158,ST. MARTIN MONTESSORI SCHOOL,MEN,"St. Martin St.,","Taal, Batangas", , ,PRISAAB
01-DB-000132,SAN JUAN CHILDREN'S CENTER,MEN,"021 Marasigan St.,","San Juan, Batangas", , ,
01-DB-000153,ST. JOSEPH ACADEMY-SAN JOSE,MEN,J.De Villa St.Barangay IV,"San Jose, Batangas", , ,
01-DG-000051,ST. JOHN'S WORT MONT. SCH. OF LIPA,MEN,,, , ,
01-DB-000099,"MARFEBEN ACADEMY, INC.",MEN,Poblacion," Ibaan, Batangas", , ,PRISAAB
01-DB-000196,MAGNUM OPUS FORMATION SCHOOL,MEN,,, , ,
01-DB-000168,STA. SCHOLASTICA DE NURSIA SCHOOL,MEN,"Burgos St.,","Tuy, Batangas", , ,
01-DB-000043,CREATIVE DREAMS SCHOOL,MEN,"Brias St.,","Nasugbu, Batangas", , ,PRISAAB
01-DB-000115,OUR LADY OF GRACE FORMATION,MEN,"J.M. Basa St.,","Ibaan, Batangas", , ,
01-DB-000152,ST. JOHN MONTESSORI SCHOOL,MEN,"229 A. Mabini Ave.,","Tanauan City, Batangas", , ,
01-DC-000011,HOPE CHRISTIAN SCHOOL-BATANGAS CITY,MEN,"C.Tirona St.,",Batangas City, , ,BCPRISA
01-DB-000207,BATANGAS STATE UNIVERSITY-MALVAR,MEN,"G. Leviste Street, ","Malvar, Batangas", , ,BCPRISA
01-DB-000136,SERVITE CATHOLIC SCHOOL,MEN,"Poblacion 5,","Laurel, Batangas", ,,LIDICSA
01-DC-000004,CARMEL SCHOOL OF BATANGAS,MEN,"Ponteciana Village, Pallocan West",Batangas City, , ,BCPRISA
01-DB-000202,ST. JUDE SCIENCE & TECHNOLOGICAL SCHOOL,MEN,,, , ,PRISAAB
01-DB-000107,MOTHER CHIARA BIAGOTTI SCHOOL,MEN,"Brgy. Santol,","Mataas na Kahoy, Batangas", , ,LIDICSA
01-DG-000057,BRILLIANT MINDS INTERACTIVE SCHOOL,MEN,,, , ,APPEAL
01-DG-000041,ST. JOSEPH SCHOOL OF LIPA,MEN,"R.Soliman St.,","Poblacion, Lipa City", , ,APPEAL
01-DB-000187,YALE CHILDREN SCHOOL,MEN,"H. Lijano St., cor L. Nueve St.,","Lian, Batangas", , ,
01-DB-000167,STA. FE INTEGRATED SCHOOL,MEN,"P. Niogan,","Mabini, Batangas", , ,PRISAAB
01-DG-000053,HOLISTIC ACADEMY OF ACHIEVERS,MEN,"Purok 2, Marawoy,",Lipa City, , ,APPEAL
01-DB-000194,ST. THERESE CATHOLIC SCHOOL,MEN,"National Hiway,","Sta. Teresita, Batangas", ,LIPA,USAL
01-DC-000032,WESTMEAD INTERNATIONAL SCHOOL,MEN,"122 Gulod Labac,",Batangas City, , ,BCPRISA
01-DB-000119,OUR LADY OF PEACE MONT. DE TANAUAN,MEN,"Bgy. Bilogbilog,","Tanauan City, Batangas", , ,APSATAC
01-DB-000034,CHILD'S PLACE LEARNING CENTER,MEN,"#67 R. Diokno St.,","Lemery, Batangas", , ,
01-DB-000129,ROSARIO ADVENTIST HIGH SCHOOL,MEN,"Namunga, Poblacion,","Rosario, Batangas", , ,SDA
01-DC-000022,REGIS BENEDICTINE ACADEMY,MEN,Tiena del Oro Subd. Sta. Rita,"(Caltex Housing), Batangas City", , ,BCPRISA
01-DB-000220,CORESCIENCE ACADEMY (former STI Balayan),MEN,"STI Compound, Poblacion,",Balayan Batangas,,,
01-DB-000093,MABINI COLLEGE OF BATANGAS,MEN,"J. Panopio St.,","Poblacion, Mabini, Batangas", , ,PRISAAB
01-DB-000188,R.B. CORDERO ACADEMY,MEN,,, , ,
01-DB-000201,DOVE LEARNING CENTER,MEN,,, , ,PRISAAB
01-DB-000050,ESCUELA SAGRADA DE FAMILIA,MEN,"Holy Family Parish Compound,","Bgy. Luyos, Tanauan City, Batangas", ,LIPA,USAL
01-DB-000079,KINDERPATH LEARNING CENTER,MEN,"023 G. Carandang St.,","Brgy. 6, Rosario, Batangas", , ,
01-DB-000030,CASA DE SAN DOMENICO,MEN,"Bgy. Balisong,","Taal, Batangas", , ,
01-DB-000026,CALACA ACADEMY (HS),MEN,,"Calaca, Batangas", , ,PRISAAB
01-DB-000218,FAME ACADEMY OF SCIENCE & TECHNOLOGY,MEN,"Calle A. Delas Alas,Zone 5","Poblacion, Taal Batangas",,,
01-DP-000041,SCOULA SAN GIUSETTE MARELLO,MEN,"Bgy. Sto. Nino,",San Pablo City,OSJ,,LIDICSA
01-DB-000055,GOOD SAMARITAN SCHOOL,MEN,"G. Recto St.,","Rosario, Batangas", , ,
01-DB-000024,BUHAY NA PAG-ASA LEARNING CENTER,MEN,"Brgy. III, Mt. View Subd.,","Tanauan City, Batangas", , ,APSATAC
01-DB-000028,CALATAGAN CHRISTIAN ACADEMY,MEN,"Brgy. Lucsuhin, Lucsuhin Baptist Church","Calatagan, Batangas", , ,PRISAAB
01-DG-000002,ANNE CLAIRE MONTESSORI DE LIPA,MEN,,"Casanova St., Tambo, Lipa City", , ,
01-DB-000054,GOLDEN POND SCHOOL,MEN,"C. Mendoza St.,","Talisay, Batangas", , ,PRISAAB
01-DB-000183,TORDECILLA LEARNING CENTER,MEN,"Margarita St., Brgy 4,","Nasugbu, Batangas", , ,
01-DB-000185,TOUCHING MINDS LEARNING CENTER,MEN,"Poblacion,","Padre Garcia, Batangas", , ,
01-DB-000001,ACADEMIA DE SAN FRANCISCO JAVIER,MEN,St. Francis Savio Parish Church,"Brgy 6. Nasugbu, Batangas", ,LIPA,USAL
01-DB-000193,"CHLARE VILLE SCHOOL, INC.",MEN,"Mt. Claire Village,","Bgy. Sta. Anastacia, Sto. Tomas, Batangas", , ,PRISAAB
01-DB-000002,ACADEMIA DE SAN ISIDRO LABRADOR,MEN,San Isidro Labrador Parish,"Poblacion, San Luis, Batangas", ,LIPA,USAL
01-DB-000056,GRAND PRAIRIE CHILDREN'S SCHOOL,MEN,"Malaruhatan Subd.,","Lian, Batangas", , ,
01-DB-000121,PEDA GOGIA SCHOOL,MEN,"#152 Concepcion St.,","Brgy. 8, Nasugbu, Batangas", , ,PRISAAB
01-DB-000068,IMM. CONCEPCION HIGH SCHOOL-SAMBAT,MEN,"Sambat,","Balayan, Batangas",, ,
01-DB-000171,STANFORD SCHOOL OF BATANGAS,MEN,Malinis,"Lemery, Batangas", , ,PRISAAB
01-DB-000091,LOBO INTERNATIONAL INSTITUTE,MEN,"J.P. Rizal St.,","Poblacion, Lobo, Batangas", , ,PRISAAB
01-DB-000204,LOBO INSTITUTE,MEN,Brgy. Olo-olo,"Lobo, Batangas", , ,PRISAAB
01-DB-000209,THE READER KIDZ LRNG. CTR. OF TANAUAN,MEN,,, , ,APSATAC
01-DB-000113,OUR LADY OF CARMEL SCHOOL-HS,MEN,"Brgy. 4, Poblacion,","Calatagan, Batangas",AR,,LIDICSA
01-DB-000036,CHRIST FAITH CHILD ACADEMY,MEN,Brgy. Masaya (going to Ibaan),"Rosario, Batangas", , ,PRISAAB
01-DB-000086,"LEMERY CHRISTIAN LEARNING CENTER, INC.",MEN,"A. Mabini St., District I,","Lemery, Batangas", , ,
01-DB-000027,CALACA CHRISTIAN SCHOOL,MEN,"Bgy. Gitna Timbain,","Calaca, Batangas", , ,PRISAAB
01-DB-000197,ST. CLARE COMMUNITY FOUNDATION SCH. INC.,MEN,Brgy. Leviste,"Laurel, Batangas", , ,PRISAAB
01-DB-000224,THE REFINERS CHRISTIAN ACADEMY,MEN,0613 Butong ,"Taal, Batangas",,,
01-DB-000009,ANGELS OF WISDOM SCHOOL,MEN,"52 Concepcion St., Poblacion","Alitagtag, Batangas", , ,PRISAAB
01-DG-000019,LIPA CHRISTIAN SCHOOL,MEN,"118 Rizal St.,",Lipa City, , ,APPEAL
01-DB-000165,ST. THOMAS MONTESSORI LRNG. CTR.,MEN,"R. Carpio St.,(back of the Municipal)","Sto. Thomas, Batangas", , ,PRISAAB
01-DB-000133,SAN LUIS ACADEMY (HS),MEN,Barrio Calumpang,"San Luis, Batangas", , ,PRISAAB
01-DB-000083,LADY FATIMA MONTESSORI SCHOOL,MEN,"Poblacion,","Mabini, Batangas", , ,
01-DB-000004,ADONAI KING OF GLORY CHRISTIAN ACAD.,MEN,Brgy. Quiling,"Talisay, Batangas", , ,PRISAAB
01-DB-000110,NICOLITES LEARNING CENTER,MEN,"R. Vasquez St., Brgy. 2,","Nasugbu, Batangas", , ,
01-DG-000011,DIVINE SHEPHERD SCHOOL,MEN,"50 Col. Celino Paras St.,","Tambo, Lipa City", , ,APPEAL
01-DG-000016,KIDS LEARNING CENTER,MEN,"G.A. Solis St., cor","Mayo St., Lipa City", , ,
01-DB-000215,WREMA ACADEMY,MEN,"Poblacion 5,","Laurel, Batangas", ,,USAL
01-DB-000006,ALITAGTAG COLL.-PINAGKURUSAN BRANCH,MEN,"Bgy. Pinagkurusan,","Alitagtag, Batangas", , ,PRISAAB
01-DG-000050,ST. PETER ACTS CHRISTIAN ACADEMY,MEN,,, , ,APPEAL
01-DC-000036,GUARDIAN ANGELS SCIENCE SCH. OF BATANGAS,MEN,"Barangay Tulo,",Batangas City, , ,BCPRISA
01-DB-000138,SMART KIDS MONTESSORI,MEN,"National Road, Poblacion","Malvar, Batangas", , ,PRISAAB
01-DB-000098,MARANATHA SHEKINAH CHRISTIAN SCHOOL,MEN,"Sinisan West,","Lemery, Batangas", , ,PRISAAB
01-DB-000189,"MASTER CREATOR'S LEARNING CENTER, INC.",MEN,Brgy. Gonzales (near the lake landmark),"Tanauan City, Batangas", , ,APSATAC
01-DB-000112,OBLATES OF ST. JOSEPH MINOR SEMINARY,MEN,"Poblacion,","San Jose, Batangas",OSJ, ,LIDICSA
01-DB-000157,ST. LUCRECIA'S SCHOOL,MEN,"Castillo Blvd., P. Niogan,","Mabini, Batangas", , ,PRISAAB
01-DB-000013,BALAYAN KIDDIE LEARNING CENTER,MEN,"159 Fe St.,","Balayan, Batangas", , ,PRISAAB
01-DB-000057,GRATIA DE REGINA INT'L SCHOOL,MEN,"(Frmly:Sentosa Acad.)B-12 Camella Homes,","Brgy. Sambat, San Pascual, Batangas", , ,PRISAAB
01-DB-000032,"CASAMARA SCHOOL OF LEARNING, INC.",MEN,"National Highway,Brgy. Putol","Bgy. Putol, Tuy, Batangas", , ,PRISAAB
01-DB-000087,LIAN INSTITUTE,MEN,"J.P.Rizal Ext., Brgy.Bungahan","Lian, Batangas", , ,
01-DB-000147,ST. FRANCIS ACADEMY,MEN,"Poblacion,","Mabini, Batangas", ,LIPA,USAL
01-DB-000128,RICHMART CHRISTIAN SCHOOL,MEN,,"Tuy, Batangas", , ,
01-DB-000225,ACADEMIA DE MAYUGA,MEN,"Brgy.,Berinayan",Laurel Batangas,,,
01-DB-000206,FAITH KINGFWOOD ACADEMY,MEN,,, , ,PRISAAB
01-DB-000190,ST. JOSEMARIA MONTESSORI SCHOOL,MEN,"Nuestra Senora de Guia Subd.,","Pob. II, Bauan, Batangas", , ,PRISAAB
01-DC-000040,JESUS IS LORD CHRISTIAN -BATANGAS CITY,MEN,"National Rd.,","Kumintang Ibaba, Batangas City",,,BCPRISA
01-DB-000064,HOPE CHRISTIAN ACAD.-STO. TOMAS,MEN,(near Jollibee ),"Sto. Tomas, Batangas", , ,PRISAAB
01-DB-000208,SHILONITE KIDS MONTESSORI,MEN,"Bgy. San Pedro,","Bauan, Batangas", , ,PRISAAB
01-DB-000142,ST. ANNE ACADEMY (HS),MEN,"Bgy. Binubusan,","Lian, Batangas", , ,
01-DG-000031,OUR LADY OF MAGNIFICANT LEARNING CENTER,MEN,,"Brgy. Lodlod, Lipa City", , ,
01-DB-000100,MARY IMMACULATE MONTESSORI SCHOOL,MEN,"72 Rosario Compound,","San Roque, Rosario, Batangas", , ,
01-DB-000072,INFANT JESUS MONT.-TANAUAN,MEN,0241 Brgy. Balele ,"Tanauan City, Batangas", , ,APSATAC
01-DG-000038,ST. FRANCIS DE SALES MINOR SEMINARY,MEN,"Lorenzo Ruiz St.,",Lipa City (near Canossa-Lipa), ,LIPA,USAL
01-DB-000222,ST. ELIZABETH SCHOOL OF MABINI,MEN,Bgy. San Jose ,"Poblacion, Mabini Batangas",,,
01-DB-000111,NORLEDON LEARNING CENTER,MEN,(Frmly: Kiddie Best Learning Center),"390 San Juan St., Lian, Batangas", , ,
01-DB-000053,"FR. URRO GOTRI OSJ FOUNDATION, INC.",MEN,"Poblacion,","Padre Garcia, Batangas", , ,
01-DB-000023,BREATH OF LIFE KIDDIE LRNG CENTER,MEN,"KULAFU, Coral na Munti,","Agoncillo, Batangas", , ,PRISAAB
01-DG-000005,CHILD'S L.E.A.P. LEARNING CENTER,MEN,"149 E. Mayo St.,",Lipa City, , ,APPEAL
01-DB-000067,IBAAN NAZARETH SCHOOL,MEN,"Santiago St., Poblacion",", Ibaan, Batangas", , ,BCPRISA
01-DC-000010,HOLY CROSS MONTESSORI SCHOOL,MEN,Cuta Central,Batangas City, , ,
01-DB-000191,BLESSED KIDS PALACE MONTESSORI,MEN,,, , ,
01-DB-000198,CHRISTIAN HOME LEARNING SCHOOL,MEN,,, , ,PRISAAB
01-DB-000134,SAN NICOLAS ACADEMY (HS),MEN,"Poblacion,","San Nicolas, Batangas", , ,
01-DB-000048,EARLY LEARNING CENTER,MEN,,"Bacao, Taysan, Batangas", , ,
01-DC-000038,MCKINLEY HILL SCHOOL & LEADERSHIP ACAD.,MEN,,, , ,
01-DG-000059,LIPA ACADEMY FOR MATH & SCIENCE,MEN,"Brgy. Talisay,","Lipa City, Batangas",,,APPEAL
01-DB-000200,PSALMER KIDZ MONTESSORI SCHOOL,MEN,,, , ,
01-DG-000054,REV. FR. VINCENZO IDA KINDERGARTEN SCH.,MEN,,, , ,LIDICSA
01-DG-000009,DAUGHTER OF ST. DOMINIC SCHOOL,MEN,"Purok 1 Riverside, Brgy. Kayumanggi",Lipa City,, ,
01-DG-000056,OAKDALE BENEDICTINE SCHOOL,MEN,"255 P. Torres St.,",Lipa City, , ,APPEAL
01-DB-000192,THE PRAIRIEHOUSE LEARNING CENTER,MEN,,, , ,
01-DG-000045,THE LITTLE SPARROW PEDIE CARE CENTER,MEN,,"#055 T.M. Kalaw St., Lipa City", , ,PRISAAB
01-DB-000182,THE REFINERS CHRISTIAN ACADEMY-BATANGAS,MEN,"Las Palmas, Dulungan,","San Luis, Batangas",,,
01-DB-000025,C.C.F.I. CHRISTIAN ACADEMY,MEN,"Kalit-Kalit,","San Juan, Batangas", , ,
01-DB-000044,CUENCA INSTITUTE,MEN,"Malvar St.,","Cuenca, Batangas", , ,
01-DB-000045,CYBER KIDS LEARNING CENTER,MEN,"Poblacion II,","Balete, Batangas", , ,
01-DB-000096,MABINI JUNIOR COLLEGE,MEN,"Talaga,","Tanauan, Batangas", , ,
01-DB-000160,ST. MICHAEL LEARNING CENTER,MEN,"Poblacion,","Lobo, Batangas", ,,
01-DB-000162,ST. PAUL FOUNDATIONAL LEARNING CENTER,MEN,Camp Abejar,"Nasugbu, Batangas", , ,
01-DB-000166,STA. CECILIA LEARNING CENTER,MEN,#74 F. Platon Street,"Tanauan, Batangas", , ,
01-DB-000175,TALISAY HIGH SCHOOL,MEN,Gen. Laurel Street,"Talisay, Batangas", , ,
01-DB-000177,TANAUAN BIBLE CHURCH,MEN,"83 Barangay III,","Tanauan, Batangas", , ,
01-DC-000015,KIPSI ELEMENTARY SCHOOL,MEN,A. Delas Alas Drive,Batangas City, , ,
01-DC-000030,U.P. ED MONTESSORI CHILD ADV'T CTR.,MEN,"Lourdes Subd.,","Bolboc, Batangas City", , ,
01-DG-000015,JESUS FOR THE WORLD X-TIAN ACADEMY,MEN,"#127 Ilang-Ilang St.,Catalina Village","Sico, Lipa City", , ,
01-DG-000024,MARIAN MISSION LEARNING CENTER,MEN,,Lipa City, , ,
01-DG-000025,MISSION SISTERS OF THE CATHERINE,MEN,,"Marawoy, Lipa City", , ,
01-DG-000035,S.O.S. LEARNING CENTER,MEN,"Banay-Banay,",Lipa City, , ,
01-DG-000037,ST. BENEDICT DE NURSIA PREP-SCHOOL,MEN,"B-18 L-21 Adelina Homes,",Lipa City, , ,
01-DF-000106,COL. SAN AGUSTIN,TAB,"Southwoods Ave.,Binan City","Binan, Laguna",,,LACASA
01-DF-000606,DE LA SALLE UNIVERSITY INTEGRATED SCHOOL,TAB,"DLSU - Canlubang,","Technopark, Binan, Laguna",,,LACASA
01-DP-000016,LAGUNA COLLEGE,TAB,"Pasco de Sandero,",San Pablo City, , ,PRISEA-SAN PABLO
01-DF-000510,ST. VINCENT ACADEMY-CABUYAO,TAB,"54 Mamatid,","Cabuyao, Laguna",, ,LAPRISADA
01-DF-000065,CASA DEL NINO MONT. SCH.-SN. PEDRO,TAB,17th Street Pacita Complex,"San Pedro, Laguna",, ,LAPRISADA
01-DF-000063,CARITAS DON BOSCO SCHOOL,TAB,"Laguna Blvd., Laguna Technopark Brgy.Binan,","Binan, Laguna",CSM,,LACASA/LAPRISADA
01-DF-000100,COL. DE SAN JUAN DE LETRAN (E/HS),TAB,"4027 Bucal,","Calamba City, Laguna",OP - Sto. Domingo,,LACASA/CACPRISAA
01-DF-000060/01-DF-000061,CANOSSA SCHOOL - STA. ROSA (E/H),TAB,"Zavalla St., Brgy. Kanluran,","Sta. Rosa, Laguna",CANOSSA,,LACASA/PRISAA-STA.ROSA
01-DP-000002,CANOSSA COLLEGE - SAN PABLO,TAB,Azcarate Circle Lakeside Park Subdivision,San Pablo City,CANOSSA,,LACASA/PRISEA-SAN PABLO
01-DP-000032,SAN PABLO COLLEGES,TAB,"Belen St.,",San Pablo City, ,,PRISEA-SAN PABLO
01-DF-000194,HOLY ROSARY COLLEGE,TAB,"Brgy.Tagapo,","Sta. Rosa City, Laguna", , ,PRISAA-STA.ROSA
01-DF-000492,ST. MICHAEL'S COLL.-LAGUNA-E/H,TAB,"Old National Road,","Platero, Binan, Laguna", ,,LAPRISADA
01-DF-000029,ASIAN COMPUTER COLLEGE,TAB,"210 Brgy. Mayapa, Canlubang,","Calamba City, Laguna", , ,LAPRISDA
01-DF-000250/01-DF-000600,LAGUNA COLLEGE OF BUSS. ARTS (E/HS),TAB,"Burgos St., Poblacion,","Calamba City, Laguna", ,,CACPRISAA
01-DF-000475,ST. JEROME INTEGRATED SCHOOL OF CABUYAO,TAB,"47 Mamatid,","Cabuyao, Laguna", , ,LAPRISADA
01-DF-000498,ST. PETER ACADEMY OF SAN PEDRO,TAB,"National H-way, Landayan,","San Pedro, Laguna", ,,LAPRISADA
01-DF-000544,UNIV. OF PERPETUAL HELP-BINAN,TAB,national Highway,"Binan, Laguna", , ,LAPRISADA
01-DF-000022,ANGEL'S IN HEAVEN SCHOOL,TAB,"138 Bonifacio St.,","Cabuyao, Laguna", , ,LAPRISADA
01-DF-000318,MAQUILING SCHOOL,TAB,Sampaloc,"Los Banos, Laguna", ,,LAPRISADA
01-DF-000477,ST. JOHN COLLEGE OF CALAMBA,TAB,Chipeco Avenue Barangay III (near Iglesia ni Kristo),"Calamba City, Laguna", , ,CACPRISAA
01-DF-000497,ST. PETER ACADEMY OF CALAMBA,TAB,,"Calamba, Laguna", , ,CACPRISAA
01-DF-000249,LAGUNA BEL AIR SCHOOL,TAB,Laguna Bel-Air Drive cor. Country Club Road,"Don Jose, Sta. Rosa, Laguna", , ,PRISAA-STA.ROSA
01-DF-000125,DOMINICAN COLLEGE OF STA. ROSA,TAB,"San Lorenso Road, San Lorenzo South","Sta. Rosa, Laguna",OP DOMINICAN,,LACASA/PRISAA-STA.ROSA
01-DF-000053,CALAMBA INSTITUTE,TAB,,"Calamba, Laguna", , ,
01-DF-000110,COL. STA. ISABEL OF LAGUNA,TAB,"Brgy. Mendiola Hiway,","Siniloan, Laguna", , ,LAPRISADA
01-DF-000562,CATERINA & GIUDITTA CITTADINI SCHOOL,TAB,"52 Magsaysay Rd.,","San Antonio, San Pedro, Laguna", ,,LACASA/LAPRISADA
01-DF-000503,ST. SIMON MONTESSORI SCHOOL,TAB,National Highway,"Calamba City, Laguna", , ,CACPRISAA
01-DF-000058/01-DF-000059,CANOSSA ACADEMY - CALAMBA (E/HS),TAB,4027 Calamba,"Calamba City, Laguna",CANOSSA,,LACASA/CACPRISAA
01-DF-000451,SOUTH HILL SCHOOL-LOS BANOS,TAB,Brgy. Tuntungin,"College Los Banos, Laguna", , ,LAPRISADA
01-DF-000013,ALPHA ANGELICUM SCHOOL,TAB,0 Wespoint St. Golden Meadows Subd.,"Binan, Laguna", , ,LAPRISADA
01-DF-000073,CHAIR OF ST. PETER SCHOOL OF STA. ROSA,TAB,"Sta. Rosa Comm'l Complex,305 Balibago Road,","Balibago, Sta. Rosa, Laguna", , ,PRISAA-STA.ROSA
01-DF-000067,CATHOLIC SCHOOL OF PACITA,TAB,"Mindanao Drive, Stage V,","Macaria Vill., Binan, Laguna", ,,LAPRISADA
01-DF-000127,DON BOSCO COLLEGE-CANLUBANG,TAB,,"Mayapa, Canlubang, Laguna", ,,
01-DF-000514,STA. CECILIA CATHOLIC SCHOOL (E/HS),TAB,"Bo. Canlubang,","Calamba, Laguna",FMA - Christians,,
01-DF-000252,LAGUNA NORTHWESTERN COLL.-(E/HS),TAB,"A. Mabini St., San Antonio","San Pedro, Laguna", ,,LAPRISADA
01-DF-000507,ST. THERESE OF THE CHILD JESUS-SN.PEDRO,TAB,"#15 Topas St., Francis Homes 3","San Pedro, Laguna", , ,LAPRISADA
01-DF-000444,SISTER OF MARY IMM. SCHOOL,TAB,"I-D. Masi St., Holiday Hills.,","San Pedro, Laguna",SMI,,LACASA/LAPRISADA
01-DP-000045,ACADEMIA DE SAN IGNACIO DE LOYOLA,TAB,"(Frmly Ateneo de San Pablo) Schetelig Ave.,","San Pablo City,", , ,PRISEA-SAN PABLO
01-DF-000462,"ST. BENILDE INT'L SCHOOL, INC.",TAB,"Opulencia Compound,Crossing st.,","Crossing, Calamba City, Laguna", , ,CACPRISAA
01-DF-000513,STA. CATALINA COLLEGE OF BINAN,TAB,Sta.Catalina St. Brgy San Antonio,"Binan, Laguna",OP-SIENA,,LACASA/LAPRISADA
01-DF-000484,ST. LOUIS ANNE COLLEGE,TAB,"Comsul 12, (near McDonald)","San Pedro, Laguna", , ,LAPRISADA
01-DF-000512,ST. VINCENT DE PAUL SCHOOL,TAB,,"Landayan, San Pedro, Laguna", , ,
01-DF-000612,XAVIER SCHOOL-NUVALI,TAB,"Sitio Mangumit,","Nuvali, Sta. Rosa, Laguna",,,
01-DP-000030,SAN PABLO CHRISTIAN SCHOOL,TAB,"Siete Lake Ave.,",San Pablo City, , ,ACSEL/PRISEA-SAN PABLO
01-DP-000042,ST. THERESE MONTESSORI SCH-SAN PABLO,TAB,272 San Nicolas,"San Pablo City, Laguna", , ,
01-DF-000234,"JOY IN LEARNING SCHOOL, INC.",TAB,"12052 Mayondon,","Los Banos, Laguna", ,,LAPRISADA
01-DF-000541,UNITED EVANGELICAL CHURCH SCHOOL,TAB,"Villa Adelina Subd, Bubukal","Sta. Cruz, Laguna", ,,LAPRISADA
01-DF-000298,LITTLE SHEPHERED INTEGRATED MONT. SCH.,TAB,"National Hiway,","Lumban, Laguna", , ,LAPRISADA
01-DF-000251,LAGUNA EASTERN ACADEMY,TAB,"F. Gomez Street, Ibaba,Block 12 lot 23,Ambrosia Subd.,","Sta. Rosa, Laguna", , ,PRISAA-STA.ROSA
01-DP-000015,KINTNER CHRISTIAN ACADEMY (E/H),TAB,"A. Aguinaldo St., City Subd.,",San Pablo City, , ,ACSEL/PRISEA-SAN PABLO
01-DF-000367,NITANNY SCHOOL,TAB,"Sitio Lacao,","Brgy. Concepcion, Lumban, Laguna", , ,
01-DF-000553,WINNERS ACADEMY,TAB,B-1 L-12 Southern Heights II-A,"Estrella, San Pedro, Laguna", , ,
01-DF-000529,THE REFINERS CHRISTIAN SCHOOL-CALAUAN,TAB,"G. Medel St., Kanluran","Calauan, Laguna", , ,ACSEL/LAPRISADA
01-DF-000368,NORTH MARIE MONTESSORI,TAB,"Sirang Lupa, Canlubang,","Calamba City, Laguna", , ,
01-DF-000347,MONT. HOUSE OF LEARNING,TAB,"San Jose Ave., Sta. Cecilia Village,","Parian, Calamba City, Laguna", , ,
01-DF-000540,UNION COLLEGE OF LAGUNA,TAB,"A. Mabini St.,","Sta. Cruz, Laguna", , ,LACASA/LAPRISADA
01-DF-000526,TECHNOW MONTESSORI OF STA. ROSA,TAB,"Rosaflor Subd.,","Tagapo, Sta. Rosa City, Laguna", , ,
01-DF-000008,AGAPE YOUNG ACHIEVERS SCH. OF CABUYAO,TAB,"Ph-5 Blk-26 Main Rd., Mabuhay City,","Mamatid, Cabuyao, Laguna", , ,
01-DF-000493,ST. PAUL MONTESSORI SCHOOL,TAB,"St. Joseph Subd., San Vicente","San Pedro, Laguna", ,,LAPRISADA
01-DP-000039,ST. JOSEPH SCHOOL OF SAN PABLO,TAB,Colago Avenue,San Pablo City, ,,PRISEA-SAN PABLO
01-DF-000384,PAGSANJAN ACADEMY,TAB,"Mabini St.,","Pagsanjan, Laguna", , ,
01-DF-000574,ST. BRIDGETTE INTERNATIONAL SCHOOL,TAB,"National Hiway, Brgy. Maslit,","Calauan, Laguna", , ,
01-DF-000226,JESUS THE FAITHFUL SAVIOR CHRISTIAN SCH.,TAB,"B-26 L-11 Southern Heights I,","Langgam, San Pedro, Laguna", , ,
01-DF-000166,GRACE CHRISTIAN COMM. SCH.-CALAUAN,TAB,"Roadside Park Subd., Prinza,","Calauan, Laguna", , ,
01-DP-000017/01-DP-000044,LAGUNA STATE POLYTECHNIC UNIVERSITY,TAB,"Brgy. Wawa,",San Pablo City, , ,LAPRISADA
01-DF-000550,WELL OF WISDOM LEARNING CENTER,TAB,B-6 L-40 St. Joseph Village 7,"Brgy. Marinig, Cabuyao, Laguna", , ,LACASA/LAPRISADA
01-DF-000573,STO. NINO MONTESSORI OF ACADEMIC EXCELLE,TAB,,, , ,
01-DF-000411,REGINA COELI SCHOOL,TAB,"Golden City Subd., Dila","City of Sta. Rosa, Laguna", , ,
01-DF-000080,CHILDREN HOUSE OF INSTRUCTIONS LRNG&DEVT,TAB,(C.H.I.L.D. SCHOOL) 881 Purok V,"Brgy. Bucal, Calamba City, Laguna", ,,CACPRISAA
01-DF-000566,LAGUNA STATE POLYTECHNIC UNIV.-STA.CRUZ,TAB,"Brgy. Bubukal, National Hiway,","Sta. Cruz, Laguna", , ,LAPRISADA
01-DF-000570,INSTITUTE FOR FOUNDATIONAL LEARNING,TAB,"IFL Compound, Gulod Ext., Rd.,","(Putol) San Isidro, Cabuyao, Laguna", , ,
01-DF-000610,GREEN FIELDS INTEGRATED SCHOOL,TAB,"San Lorenzo South Villa Segovia,","Brgy. Dita Sta. Rosa, Laguna",,,
01-DF-000583,HOLY TRINITY ACADEMY OF CALAMBA,TAB,Barandal Road,"Brgy. Barandal, Calamba City, Laguna", , ,CACPRISAA
